id;name;geoid;geoname;value;datetime
551;Real time generation wind;;;5525.83333333333;2024-01-01T00:00:00+01:00
551;Real time generation wind;;;5660.41666666667;2024-01-01T01:00:00+01:00
551;Real time generation wind;;;5482.08333333333;2024-01-01T02:00:00+01:00
551;Real time generation wind;;;5220.91666666667;2024-01-01T03:00:00+01:00
551;Real time generation wind;;;5216.5;2024-01-01T04:00:00+01:00
551;Real time generation wind;;;5188.66666666667;2024-01-01T05:00:00+01:00
551;Real time generation wind;;;5247.33333333333;2024-01-01T06:00:00+01:00
551;Real time generation wind;;;5423.58333333333;2024-01-01T07:00:00+01:00
551;Real time generation wind;;;5663.75;2024-01-01T08:00:00+01:00
551;Real time generation wind;;;5868.16666666667;2024-01-01T09:00:00+01:00
551;Real time generation wind;;;5771.08333333333;2024-01-01T10:00:00+01:00
551;Real time generation wind;;;5672.16666666667;2024-01-01T11:00:00+01:00
551;Real time generation wind;;;6502.33333333333;2024-01-01T12:00:00+01:00
551;Real time generation wind;;;6297.58333333333;2024-01-01T13:00:00+01:00
551;Real time generation wind;;;6871.83333333333;2024-01-01T14:00:00+01:00
551;Real time generation wind;;;7252.91666666667;2024-01-01T15:00:00+01:00
551;Real time generation wind;;;7439.66666666667;2024-01-01T16:00:00+01:00
551;Real time generation wind;;;7311.58333333333;2024-01-01T17:00:00+01:00
551;Real time generation wind;;;8249.41666666667;2024-01-01T18:00:00+01:00
551;Real time generation wind;;;9032.66666666667;2024-01-01T19:00:00+01:00
551;Real time generation wind;;;9147.41666666667;2024-01-01T20:00:00+01:00
551;Real time generation wind;;;8816.25;2024-01-01T21:00:00+01:00
551;Real time generation wind;;;8740.91666666667;2024-01-01T22:00:00+01:00
551;Real time generation wind;;;9163.75;2024-01-01T23:00:00+01:00
551;Real time generation wind;;;9665.08333333333;2024-01-02T00:00:00+01:00
551;Real time generation wind;;;9793.25;2024-01-02T01:00:00+01:00
551;Real time generation wind;;;9697;2024-01-02T02:00:00+01:00
551;Real time generation wind;;;9779.75;2024-01-02T03:00:00+01:00
551;Real time generation wind;;;9289.08333333333;2024-01-02T04:00:00+01:00
551;Real time generation wind;;;9438.91666666667;2024-01-02T05:00:00+01:00
