IdMeasurePoint,Timestamp,Imported,Exported,R1,R2,R3,R4
40294,2025-04-03T01:00:00+02:00,1.216,0.0,0.59,0.0,0.0,0.0
40294,2025-04-03T02:00:00+02:00,1.001,0.0,0.475,0.0,0.0,0.0
40294,2025-04-03T03:00:00+02:00,0.982,0.0,0.425,0.0,0.0,0.0
40294,2025-04-03T04:00:00+02:00,1.358,0.0,0.78,0.0,0.0,0.0
40294,2025-04-03T05:00:00+02:00,5.248,0.0,3.539,0.0,0.0,0.0
40294,2025-04-03T06:00:00+02:00,5.712,0.0,3.313,0.0,0.0,0.0
40294,2025-04-03T07:00:00+02:00,2.199,0.0,0.797,0.0,0.0,0.0
40294,2025-04-03T08:00:00+02:00,0.887,0.0,0.403,0.0,0.0,0.0
40294,2025-04-03T09:00:00+02:00,4.771,0.0,0.603,0.0,0.0,0.0
40294,2025-04-03T10:00:00+02:00,3.358,0.0,0.997,0.0,0.0,0.0
40294,2025-04-03T11:00:00+02:00,2.11,0.0,1.342,0.0,0.0,0.0
40294,2025-04-03T12:00:00+02:00,2.123,0.0,1.366,0.0,0.0,0.0
40294,2025-04-03T13:00:00+02:00,2.123,0.0,1.324,0.0,0.0,0.0
40294,2025-04-03T14:00:00+02:00,2.16,0.0,1.354,0.0,0.0,0.0
40294,2025-04-03T15:00:00+02:00,2.331,0.0,1.561,0.0,0.0,0.0
40294,2025-04-03T16:00:00+02:00,3.283,0.0,1.746,0.0,0.0,0.0
40294,2025-04-03T17:00:00+02:00,5.783,0.0,1.186,0.0,0.0,0.0
40294,2025-04-03T18:00:00+02:00,6.726,0.0,1.172,0.0,0.0,0.0
40294,2025-04-03T19:00:00+02:00,6.976,0.0,0.781,0.0,0.0,0.0
40294,2025-04-03T20:00:00+02:00,7.251,0.0,1.046,0.0,0.0,0.0
40294,2025-04-03T21:00:00+02:00,9.393,0.0,2.086,0.0,0.0,0.0
40294,2025-04-03T22:00:00+02:00,9.154,0.0,1.802,0.0,0.0,0.0
40294,2025-04-03T23:00:00+02:00,5.413,0.0,1.746,0.0,0.0,0.0
40294,2025-04-04T00:00:00+02:00,2.241,0.0,1.149,0.0,0.0,0.0
43455,2025-04-03T01:00:00+02:00,4.594,0.0,0.0,0.0,0.0,1.24
43455,2025-04-03T02:00:00+02:00,4.483,0.0,0.0,0.0,0.0,1.361
43455,2025-04-03T03:00:00+02:00,4.651,0.0,0.0,0.0,0.0,1.207
43455,2025-04-03T04:00:00+02:00,4.455,0.0,0.0,0.0,0.0,1.34
43455,2025-04-03T05:00:00+02:00,4.579,0.0,0.0,0.0,0.0,1.226
43455,2025-04-03T06:00:00+02:00,4.427,0.0,0.0,0.0,0.0,1.345
43455,2025-04-03T07:00:00+02:00,6.172,0.0,0.759,0.0,0.0,0.042
43455,2025-04-03T08:00:00+02:00,18.662,0.0,6.097,0.0,0.0,0.0
43455,2025-04-03T09:00:00+02:00,26.777,0.0,15.215,0.0,0.0,0.0
43455,2025-04-03T10:00:00+02:00,22.428,0.0,11.705,0.0,0.0,0.0
43455,2025-04-03T11:00:00+02:00,16.224,0.0,6.207,0.0,0.0,0.0
43455,2025-04-03T12:00:00+02:00,23.767,0.0,10.869,0.0,0.0,0.0
43455,2025-04-03T13:00:00+02:00,17.641,0.0,6.183,0.0,0.0,0.0
