IdMeasurePoint,Timestamp,Imported,Exported,R1,R2,R3,R4
40294,2025-04-08T01:00:00+02:00,1.213,0.0,0.576,0.0,0.0,0.0
40294,2025-04-08T02:00:00+02:00,1.051,0.0,0.549,0.0,0.0,0.0
40294,2025-04-08T03:00:00+02:00,1.018,0.0,0.492,0.0,0.0,0.0
40294,2025-04-08T04:00:00+02:00,1.105,0.0,0.626,0.0,0.0,0.0
40294,2025-04-08T05:00:00+02:00,3.192,0.0,2.108,0.0,0.0,0.0
40294,2025-04-08T06:00:00+02:00,4.514,0.0,3.082,0.0,0.0,0.0
40294,2025-04-08T07:00:00+02:00,1.389,0.0,0.792,0.0,0.0,0.0
40294,2025-04-08T08:00:00+02:00,0.964,0.0,0.376,0.0,0.0,0.0
40294,2025-04-08T09:00:00+02:00,5.371,0.0,0.768,0.0,0.0,0.0
40294,2025-04-08T10:00:00+02:00,5.411,0.0,0.785,0.0,0.0,0.0
40294,2025-04-08T11:00:00+02:00,5.445,0.0,0.822,0.0,0.0,0.0
40294,2025-04-08T12:00:00+02:00,5.431,0.0,0.786,0.0,0.0,0.0
40294,2025-04-08T13:00:00+02:00,5.646,0.0,1.144,0.0,0.0,0.0
40294,2025-04-08T14:00:00+02:00,5.497,0.0,0.878,0.0,0.0,0.0
40294,2025-04-08T15:00:00+02:00,5.644,0.0,1.086,0.0,0.0,0.0
40294,2025-04-08T16:00:00+02:00,5.406,0.0,0.767,0.0,0.0,0.0
40294,2025-04-08T17:00:00+02:00,6.176,0.0,1.188,0.0,0.0,0.0
40294,2025-04-08T18:00:00+02:00,6.782,0.0,1.103,0.0,0.0,0.0
40294,2025-04-08T19:00:00+02:00,6.691,0.0,1.267,0.0,0.0,0.0
40294,2025-04-08T20:00:00+02:00,6.466,0.0,1.025,0.0,0.0,0.0
40294,2025-04-08T21:00:00+02:00,8.785,0.0,2.099,0.0,0.0,0.0
40294,2025-04-08T22:00:00+02:00,8.931,0.0,2.311,0.0,0.0,0.0
40294,2025-04-08T23:00:00+02:00,4.316,0.0,2.02,0.0,0.0,0.0
40294,2025-04-09T00:00:00+02:00,1.974,0.0,1.022,0.0,0.0,0.0
43455,2025-04-08T01:00:00+02:00,4.672,0.0,0.0,0.0,0.0,1.194
43455,2025-04-08T02:00:00+02:00,4.728,0.0,0.0,0.0,0.0,1.157
43455,2025-04-08T03:00:00+02:00,4.561,0.0,0.0,0.0,0.0,1.296
43455,2025-04-08T04:00:00+02:00,4.703,0.0,0.0,0.0,0.0,1.257
43455,2025-04-08T05:00:00+02:00,4.669,0.0,0.0,0.0,0.0,1.107
43455,2025-04-08T06:00:00+02:00,4.584,0.0,0.0,0.0,0.0,1.319
43455,2025-04-08T07:00:00+02:00,6.446,0.0,0.593,0.0,0.0,0.088
43455,2025-04-08T08:00:00+02:00,9.312,0.0,2.317,0.0,0.0,0.289
43455,2025-04-08T09:00:00+02:00,21.182,0.0,10.793,0.0,0.0,0.0
43455,2025-04-08T10:00:00+02:00,22.166,0.0,11.988,0.0,0.0,0.0
43455,2025-04-08T11:00:00+02:00,15.371,0.0,5.779,0.0,0.0,0.0
43455,2025-04-08T12:00:00+02:00,24.023,0.0,10.58,0.0,0.0,0.0
43455,2025-04-08T13:00:00+02:00,16.245,0.0,6.406,0.0,0.0,0.0
43455,2025-04-08T14:00:00+02:00,18.488,0.0,8.268,0.0,0.0,0.0
43455,2025-04-08T15:00:00+02:00,13.903,0.0,3.114,0.0,0.0,0.093
43455,2025-04-08T16:00:00+02:00,11.198,0.0,3.154,0.0,0.0,0.0
43455,2025-04-08T17:00:00+02:00,9.968,0.0,2.455,0.0,0.0,0.0
43455,2025-04-08T18:00:00+02:00,8.406,0.0,0.177,0.0,0.0,0.646
43455,2025-04-08T19:00:00+02:00,6.794,0.0,0.002,0.0,0.0,0.466
43455,2025-04-08T20:00:00+02:00,5.844,0.0,0.023,0.0,0.0,0.625
43455,2025-04-08T21:00:00+02:00,5.249,0.0,0.0,0.0,0.0,1.432
43455,2025-04-08T22:00:00+02:00,5.382,0.0,0.01,0.0,0.0,0.952
43455,2025-04-08T23:00:00+02:00,4.736,0.0,0.0,0.0,0.0,1.236
43455,2025-04-09T00:00:00+02:00,4.712,0.0,0.0,0.0,0.0,1.134
24065,2025-04-08T01:00:00+02:00,0.165,0.0,0.002,0.0,0.0,0.066
24065,2025-04-08T02:00:00+02:00,0.159,0.0,0.001,0.0,0.0,0.062
24065,2025-04-08T03:00:00+02:00,0.175,0.0,0.002,0.0,0.0,0.062
24065,2025-04-08T04:00:00+02:00,0.244,0.0,0.003,0.0,0.0,0.06
24065,2025-04-08T05:00:00+02:00,0.239,0.0,0.002,0.0,0.0,0.06
24065,2025-04-08T06:00:00+02:00,0.247,0.0,0.002,0.0,0.0,0.059
24065,2025-04-08T07:00:00+02:00,0.453,0.0,0.119,0.0,0.0,0.042
24065,2025-04-08T08:00:00+02:00,1.06,0.0,0.316,0.0,0.0,0.0
24065,2025-04-08T09:00:00+02:00,1.634,0.0,0.339,0.0,0.0,0.0
24065,2025-04-08T10:00:00+02:00,0.351,0.0,0.355,0.0,0.0,0.0
24065,2025-04-08T11:00:00+02:00,0.183,0.015,0.236,0.098,0.0,0.0
24065,2025-04-08T12:00:00+02:00,0.009,0.097,0.055,0.301,0.0,0.0
24065,2025-04-08T13:00:00+02:00,0.002,0.196,0.002,0.369,0.0,0.0
24065,2025-04-08T14:00:00+02:00,0.002,0.179,0.002,0.354,0.0,0.0
24065,2025-04-08T15:00:00+02:00,0.43,0.097,0.117,0.235,0.0,0.0
24065,2025-04-08T16:00:00+02:00,0.087,0.024,0.207,0.146,0.0,0.0
24065,2025-04-08T17:00:00+02:00,0.23,0.0,0.369,0.0,0.0,0.0
24065,2025-04-08T18:00:00+02:00,0.484,0.0,0.37,0.0,0.0,0.0
24065,2025-04-08T19:00:00+02:00,0.812,0.0,0.355,0.0,0.0,0.0
24065,2025-04-08T20:00:00+02:00,1.501,0.0,0.33,0.0,0.0,0.003
24065,2025-04-08T21:00:00+02:00,0.927,0.0,0.01,0.0,0.0,0.052
24065,2025-04-08T22:00:00+02:00,0.432,0.0,0.001,0.0,0.0,0.113
24065,2025-04-08T23:00:00+02:00,0.486,0.0,0.0,0.0,0.0,0.083
24065,2025-04-09T00:00:00+02:00,3.209,0.0,0.0,0.0,0.0,0.557
10382,2025-04-08T01:00:00+02:00,0.164,0.0,0.0,0.0,0.0,0.373
10382,2025-04-08T02:00:00+02:00,0.108,0.0,0.0,0.0,0.0,0.386
10382,2025-04-08T03:00:00+02:00,0.098,0.0,0.0,0.0,0.0,0.395
10382,2025-04-08T04:00:00+02:00,0.13,0.0,0.0,0.0,0.0,0.395
10382,2025-04-08T05:00:00+02:00,0.133,0.0,0.0,0.0,0.0,0.387
10382,2025-04-08T06:00:00+02:00,0.219,0.0,0.0,0.0,0.0,0.297
