IdMeasurePoint;Timestamp;Season;Imported;Exported;R1;R2;R3;R4
40294;2025-03-30T01:00:00+01:00;H;0,787;0,000;0,390;0,000;0,000;0,000
40294;2025-03-30T03:00:00+02:00;E;0,829;0,000;0,450;0,000;0,000;0,000
40294;2025-03-30T04:00:00+02:00;E;0,818;0,000;0,443;0,000;0,000;0,000
40294;2025-03-30T05:00:00+02:00;E;0,757;0,000;0,349;0,000;0,000;0,000
40294;2025-03-30T06:00:00+02:00;E;0,854;0,000;0,498;0,000;0,000;0,000
40294;2025-03-30T07:00:00+02:00;E;0,806;0,000;0,431;0,000;0,000;0,000
40294;2025-03-30T08:00:00+02:00;E;0,700;0,000;0,347;0,000;0,000;0,000
40294;2025-03-30T09:00:00+02:00;E;0,751;0,000;0,627;0,000;0,000;0,000
40294;2025-03-30T10:00:00+02:00;E;2,598;0,000;0,490;0,000;0,000;0,001
40294;2025-03-30T11:00:00+02:00;E;4,903;0,000;0,432;0,000;0,000;0,000
40294;2025-03-30T12:00:00+02:00;E;3,267;0,000;0,602;0,000;0,000;0,000
40294;2025-03-30T13:00:00+02:00;E;0,787;0,000;0,578;0,000;0,000;0,000
40294;2025-03-30T14:00:00+02:00;E;0,731;0,000;0,502;0,000;0,000;0,000
40294;2025-03-30T15:00:00+02:00;E;0,762;0,000;0,545;0,000;0,000;0,000
40294;2025-03-30T16:00:00+02:00;E;1,120;0,000;0,713;0,000;0,000;0,000
40294;2025-03-30T17:00:00+02:00;E;6,113;0,000;0,603;0,000;0,000;0,000
40294;2025-03-30T18:00:00+02:00;E;6,388;0,000;0,806;0,000;0,000;0,000
40294;2025-03-30T19:00:00+02:00;E;3,060;0,000;0,804;0,000;0,000;0,000
40294;2025-03-30T20:00:00+02:00;E;1,278;0,000;0,947;0,000;0,000;0,000
40294;2025-03-30T21:00:00+02:00;E;2,962;0,000;1,612;0,000;0,000;0,000
40294;2025-03-30T22:00:00+02:00;E;3,135;0,000;1,665;0,000;0,000;0,000
40294;2025-03-30T23:00:00+02:00;E;3,157;0,000;1,740;0,000;0,000;0,000
40294;2025-03-31T00:00:00+02:00;E;2,157;0,000;1,090;0,000;0,000;0,000
43455;2025-03-30T01:00:00+01:00;H;4,473;0,000;0,000;0,000;0,000;1,346
43455;2025-03-30T03:00:00+02:00;E;4,552;0,000;0,000;0,000;0,000;1,294
43455;2025-03-30T04:00:00+02:00;E;4,634;0,000;0,000;0,000;0,000;1,275
43455;2025-03-30T05:00:00+02:00;E;4,484;0,000;0,000;0,000;0,000;1,362
43455;2025-03-30T06:00:00+02:00;E;4,617;0,000;0,000;0,000;0,000;1,265
43455;2025-03-30T07:00:00+02:00;E;4,508;0,000;0,000;0,000;0,000;1,334
43455;2025-03-30T08:00:00+02:00;E;3,548;0,000;0,000;0,000;0,000;1,333
43455;2025-03-30T09:00:00+02:00;E;2,614;0,000;0,000;0,000;0,000;1,272
43455;2025-03-30T10:00:00+02:00;E;2,426;0,000;0,000;0,000;0,000;1,231
43455;2025-03-30T11:00:00+02:00;E;2,364;0,000;0,000;0,000;0,000;1,249
43455;2025-03-30T12:00:00+02:00;E;2,234;0,000;0,000;0,000;0,000;1,215
43455;2025-03-30T13:00:00+02:00;E;2,473;0,000;0,000;0,000;0,000;1,245
43455;2025-03-30T14:00:00+02:00;E;2,417;0,000;0,000;0,000;0,000;1,207
43455;2025-03-30T15:00:00+02:00;E;2,350;0,000;0,000;0,000;0,000;1,255
43455;2025-03-30T16:00:00+02:00;E;2,421;0,000;0,000;0,000;0,000;1,165
43455;2025-03-30T17:00:00+02:00;E;2,362;0,000;0,000;0,000;0,000;1,245
43455;2025-03-30T18:00:00+02:00;E;2,366;0,000;0,000;0,000;0,000;1,132
43455;2025-03-30T19:00:00+02:00;E;2,392;0,000;0,000;0,000;0,000;1,254
43455;2025-03-30T20:00:00+02:00;E;2,466;0,000;0,000;0,000;0,000;1,251
43455;2025-03-30T21:00:00+02:00;E;3,666;0,000;0,000;0,000;0,000;1,282
43455;2025-03-30T22:00:00+02:00;E;4,612;0,000;0,000;0,000;0,000;1,263
43455;2025-03-30T23:00:00+02:00;E;4,505;0,000;0,000;0,000;0,000;1,255
43455;2025-03-31T00:00:00+02:00;E;4,611;0,000;0,000;0,000;0,000;1,303
9228;2025-03-30T01:00:00+01:00;H;0,197;0,000;0,002;0,000;0,000;0,151
9228;2025-03-30T03:00:00+02:00;E;0,187;0,000;0,000;0,000;0,000;0,154
9228;2025-03-30T04:00:00+02:00;E;0,184;0,000;0,000;0,000;0,000;0,155
9228;2025-03-30T05:00:00+02:00;E;0,196;0,000;0,000;0,000;0,000;0,156
9228;2025-03-30T06:00:00+02:00;E;0,188;0,000;0,000;0,000;0,000;0,155
9228;2025-03-30T07:00:00+02:00;E;0,189;0,000;0,002;0,000;0,000;0,155
9228;2025-03-30T08:00:00+02:00;E;0,109;0,000;0,000;0,000;0,000;0,131
9228;2025-03-30T09:00:00+02:00;E;0,000;0,424;0,000;0,000;0,071;0,001
9228;2025-03-30T10:00:00+02:00;E;0,000;1,250;0,000;0,005;0,075;0,000
9228;2025-03-30T11:00:00+02:00;E;0,000;1,674;0,000;0,015;0,069;0,000
9228;2025-03-30T12:00:00+02:00;E;0,046;1,309;0,001;0,018;0,035;0,028
9228;2025-03-30T13:00:00+02:00;E;0,000;1,662;0,000;0,009;0,044;0,000
9228;2025-03-30T14:00:00+02:00;E;0,000;2,324;0,000;0,001;0,077;0,000
9228;2025-03-30T15:00:00+02:00;E;0,000;2,097;0,000;0,001;0,079;0,000
9228;2025-03-30T16:00:00+02:00;E;0,000;1,650;0,000;0,007;0,077;0,000
9228;2025-03-30T17:00:00+02:00;E;0,001;0,957;0,003;0,000;0,079;0,000
9228;2025-03-30T18:00:00+02:00;E;0,011;0,356;0,000;0,000;0,072;0,010
9228;2025-03-30T19:00:00+02:00;E;0,148;0,033;0,000;0,000;0,027;0,050
9228;2025-03-30T20:00:00+02:00;E;0,254;0,000;0,009;0,000;0,000;0,088
9228;2025-03-30T21:00:00+02:00;E;1,000;0,000;0,000;0,000;0,000;0,174
9228;2025-03-30T22:00:00+02:00;E;0,275;0,000;0,000;0,000;0,000;0,166
9228;2025-03-30T23:00:00+02:00;E;0,208;0,000;0,000;0,000;0,000;0,157
9228;2025-03-31T00:00:00+02:00;E;0,199;0,000;0,000;0,000;0,000;0,159
24065;2025-03-30T01:00:00+01:00;H;0,718;0,000;0,002;0,000;0,000;0,105
24065;2025-03-30T03:00:00+02:00;E;1,020;0,000;0,002;0,000;0,000;0,082
24065;2025-03-30T04:00:00+02:00;E;0,181;0,000;0,001;0,000;0,000;0,075
24065;2025-03-30T05:00:00+02:00;E;0,208;0,000;0,001;0,000;0,000;0,067
24065;2025-03-30T06:00:00+02:00;E;0,177;0,000;0,001;0,000;0,000;0,072
24065;2025-03-30T07:00:00+02:00;E;0,185;0,000;0,000;0,000;0,000;0,074
24065;2025-03-30T08:00:00+02:00;E;0,173;0,000;0,001;0,000;0,000;0,072
24065;2025-03-30T09:00:00+02:00;E;0,077;0,055;0,001;0,001;0,027;0,031
24065;2025-03-30T10:00:00+02:00;E;0,415;0,106;0,254;0,000;0,019;0,001
24065;2025-03-30T11:00:00+02:00;E;0,180;0,019;0,227;0,109;0,000;0,000
24065;2025-03-30T12:00:00+02:00;E;0,015;0,130;0,081;0,273;0,000;0,000
24065;2025-03-30T13:00:00+02:00;E;0,296;0,174;0,071;0,281;0,000;0,000
24065;2025-03-30T14:00:00+02:00;E;0,570;0,132;0,199;0,210;0,000;0,000
24065;2025-03-30T15:00:00+02:00;E;0,401;0,122;0,142;0,241;0,000;0,000
24065;2025-03-30T16:00:00+02:00;E;0,017;0,069;0,117;0,265;0,000;0,000
24065;2025-03-30T17:00:00+02:00;E;0,110;0,004;0,301;0,061;0,000;0,000
24065;2025-03-30T18:00:00+02:00;E;0,382;0,000;0,360;0,000;0,000;0,000
24065;2025-03-30T19:00:00+02:00;E;0,982;0,000;0,367;0,000;0,000;0,000
24065;2025-03-30T20:00:00+02:00;E;1,034;0,000;0,302;0,000;0,000;0,000
24065;2025-03-30T21:00:00+02:00;E;2,008;0,000;0,215;0,000;0,000;0,021
24065;2025-03-30T22:00:00+02:00;E;0,437;0,000;0,001;0,000;0,000;0,133
24065;2025-03-30T23:00:00+02:00;E;0,594;0,000;0,000;0,000;0,000;0,165
24065;2025-03-31T00:00:00+02:00;E;0,495;0,000;0,001;0,000;0,000;0,095
10382;2025-03-30T01:00:00+01:00;H;0,119;0,000;0,000;0,000;0,000;0,381
