IdMeasurePoint;Timestamp;Season;Imported;Exported;R1;R2;R3;R4
40294;2025-04-06T01:00:00+02:00;E;1,329;0,000;0,711;0,000;0,000;0,000
40294;2025-04-06T02:00:00+02:00;E;0,956;0,000;0,413;0,000;0,000;0,000
40294;2025-04-06T03:00:00+02:00;E;1,004;0,000;0,499;0,000;0,000;0,000
40294;2025-04-06T04:00:00+02:00;E;1,133;0,000;0,635;0,000;0,000;0,000
40294;2025-04-06T05:00:00+02:00;E;1,029;0,000;0,545;0,000;0,000;0,000
40294;2025-04-06T06:00:00+02:00;E;0,966;0,000;0,438;0,000;0,000;0,000
40294;2025-04-06T07:00:00+02:00;E;1,169;0,000;0,553;0,000;0,000;0,000
40294;2025-04-06T08:00:00+02:00;E;6,587;0,000;1,011;0,000;0,000;0,000
40294;2025-04-06T09:00:00+02:00;E;6,020;0,000;0,792;0,000;0,000;0,000
40294;2025-04-06T10:00:00+02:00;E;6,299;0,000;1,020;0,000;0,000;0,000
40294;2025-04-06T11:00:00+02:00;E;6,314;0,000;0,954;0,000;0,000;0,000
40294;2025-04-06T12:00:00+02:00;E;6,336;0,000;0,999;0,000;0,000;0,000
40294;2025-04-06T13:00:00+02:00;E;5,853;0,000;0,847;0,000;0,000;0,000
40294;2025-04-06T14:00:00+02:00;E;6,089;0,000;1,107;0,000;0,000;0,000
40294;2025-04-06T15:00:00+02:00;E;5,669;0,000;0,574;0,000;0,000;0,000
40294;2025-04-06T16:00:00+02:00;E;5,510;0,000;0,503;0,000;0,000;0,000
40294;2025-04-06T17:00:00+02:00;E;4,273;0,000;0,758;0,000;0,000;0,000
40294;2025-04-06T18:00:00+02:00;E;1,496;0,000;1,085;0,000;0,000;0,000
40294;2025-04-06T19:00:00+02:00;E;1,189;0,000;0,773;0,000;0,000;0,000
40294;2025-04-06T20:00:00+02:00;E;1,402;0,000;1,054;0,000;0,000;0,000
40294;2025-04-06T21:00:00+02:00;E;3,281;0,000;1,777;0,000;0,000;0,000
40294;2025-04-06T22:00:00+02:00;E;3,525;0,000;1,899;0,000;0,000;0,000
40294;2025-04-06T23:00:00+02:00;E;3,505;0,000;1,908;0,000;0,000;0,000
40294;2025-04-07T00:00:00+02:00;E;2,204;0,000;1,207;0,000;0,000;0,000
43455;2025-04-06T01:00:00+02:00;E;4,854;0,000;0,004;0,000;0,000;0,986
43455;2025-04-06T02:00:00+02:00;E;4,723;0,000;0,000;0,000;0,000;1,275
43455;2025-04-06T03:00:00+02:00;E;4,672;0,000;0,000;0,000;0,000;1,252
43455;2025-04-06T04:00:00+02:00;E;4,693;0,000;0,000;0,000;0,000;1,247
43455;2025-04-06T05:00:00+02:00;E;4,820;0,000;0,004;0,000;0,000;1,010
43455;2025-04-06T06:00:00+02:00;E;4,585;0,000;0,000;0,000;0,000;1,271
43455;2025-04-06T07:00:00+02:00;E;4,658;0,000;0,000;0,000;0,000;1,297
43455;2025-04-06T08:00:00+02:00;E;3,220;0,000;0,000;0,000;0,000;1,224
43455;2025-04-06T09:00:00+02:00;E;2,340;0,000;0,000;0,000;0,000;1,202
43455;2025-04-06T10:00:00+02:00;E;2,642;0,000;0,000;0,000;0,000;0,923
43455;2025-04-06T11:00:00+02:00;E;2,326;0,000;0,000;0,000;0,000;1,190
43455;2025-04-06T12:00:00+02:00;E;2,784;0,000;0,000;0,000;0,000;1,176
43455;2025-04-06T13:00:00+02:00;E;2,418;0,000;0,000;0,000;0,000;1,208
43455;2025-04-06T14:00:00+02:00;E;2,711;0,000;0,000;0,000;0,000;0,842
43455;2025-04-06T15:00:00+02:00;E;2,461;0,000;0,000;0,000;0,000;1,209
43455;2025-04-06T16:00:00+02:00;E;2,548;0,000;0,000;0,000;0,000;1,056
43455;2025-04-06T17:00:00+02:00;E;2,678;0,000;0,000;0,000;0,000;0,927
43455;2025-04-06T18:00:00+02:00;E;2,498;0,000;0,000;0,000;0,000;1,056
43455;2025-04-06T19:00:00+02:00;E;2,413;0,000;0,000;0,000;0,000;1,157
43455;2025-04-06T20:00:00+02:00;E;2,709;0,000;0,000;0,000;0,000;0,813
43455;2025-04-06T21:00:00+02:00;E;3,243;0,000;0,000;0,000;0,000;1,203
43455;2025-04-06T22:00:00+02:00;E;4,888;0,000;0,000;0,000;0,000;0,985
43455;2025-04-06T23:00:00+02:00;E;4,761;0,000;0,000;0,000;0,000;1,067
43455;2025-04-07T00:00:00+02:00;E;4,799;0,000;0,000;0,000;0,000;1,234
10382;2025-04-06T01:00:00+02:00;E;0,177;0,000;0,000;0,000;0,000;0,392
10382;2025-04-06T02:00:00+02:00;E;0,159;0,000;0,000;0,000;0,000;0,395
10382;2025-04-06T03:00:00+02:00;E;0,129;0,000;0,000;0,000;0,000;0,405
10382;2025-04-06T04:00:00+02:00;E;0,103;0,000;0,000;0,000;0,000;0,387
10382;2025-04-06T05:00:00+02:00;E;0,112;0,000;0,000;0,000;0,000;0,382
10382;2025-04-06T06:00:00+02:00;E;0,107;0,000;0,000;0,000;0,000;0,384
10382;2025-04-06T07:00:00+02:00;E;0,097;0,000;0,000;0,000;0,000;0,384
10382;2025-04-06T08:00:00+02:00;E;0,099;0,000;0,000;0,000;0,000;0,382
10382;2025-04-06T09:00:00+02:00;E;0,287;0,000;0,000;0,000;0,000;0,200
10382;2025-04-06T10:00:00+02:00;E;0,158;0,000;0,000;0,000;0,000;0,394
10382;2025-04-06T11:00:00+02:00;E;0,125;0,000;0,000;0,000;0,000;0,403
10382;2025-04-06T12:00:00+02:00;E;0,157;0,000;0,000;0,000;0,000;0,412
10382;2025-04-06T13:00:00+02:00;E;0,171;0,000;0,000;0,000;0,000;0,408
10382;2025-04-06T14:00:00+02:00;E;0,174;0,000;0,000;0,000;0,000;0,396
10382;2025-04-06T15:00:00+02:00;E;0,234;0,000;0,000;0,000;0,000;0,381
10382;2025-04-06T16:00:00+02:00;E;0,204;0,000;0,000;0,000;0,000;0,390
10382;2025-04-06T17:00:00+02:00;E;0,180;0,000;0,000;0,000;0,000;0,395
10382;2025-04-06T18:00:00+02:00;E;0,149;0,000;0,000;0,000;0,000;0,400
10382;2025-04-06T19:00:00+02:00;E;0,164;0,000;0,000;0,000;0,000;0,418
10382;2025-04-06T20:00:00+02:00;E;0,223;0,000;0,001;0,000;0,000;0,349
10382;2025-04-06T21:00:00+02:00;E;0,464;0,000;0,000;0,000;0,000;0,382
10382;2025-04-06T22:00:00+02:00;E;0,332;0,000;0,000;0,000;0,000;0,185
10382;2025-04-06T23:00:00+02:00;E;0,588;0,000;0,000;0,000;0,000;0,101
10382;2025-04-07T00:00:00+02:00;E;0,155;0,000;0,000;0,000;0,000;0,384
9228;2025-04-06T01:00:00+02:00;E;0,190;0,000;0,000;0,000;0,000;0,162
9228;2025-04-06T02:00:00+02:00;E;0,199;0,000;0,000;0,000;0,000;0,163
9228;2025-04-06T03:00:00+02:00;E;0,195;0,000;0,000;0,000;0,000;0,163
9228;2025-04-06T04:00:00+02:00;E;0,191;0,000;0,000;0,000;0,000;0,162
9228;2025-04-06T05:00:00+02:00;E;0,253;0,000;0,000;0,000;0,000;0,163
9228;2025-04-06T06:00:00+02:00;E;0,187;0,000;0,000;0,000;0,000;0,161
9228;2025-04-06T07:00:00+02:00;E;0,111;0,000;0,000;0,000;0,000;0,153
9228;2025-04-06T08:00:00+02:00;E;0,098;0,003;0,002;0,000;0,008;0,121
9228;2025-04-06T09:00:00+02:00;E;0,027;0,384;0,005;0,000;0,082;0,000
9228;2025-04-06T10:00:00+02:00;E;0,001;1,138;0,005;0,004;0,073;0,000
9228;2025-04-06T11:00:00+02:00;E;0,000;1,773;0,000;0,004;0,072;0,000
9228;2025-04-06T12:00:00+02:00;E;0,000;1,941;0,000;0,000;0,060;0,000
9228;2025-04-06T13:00:00+02:00;E;0,000;1,660;0,000;0,000;0,037;0,000
9228;2025-04-06T14:00:00+02:00;E;0,000;1,869;0,000;0,001;0,077;0,000
9228;2025-04-06T15:00:00+02:00;E;0,001;1,475;0,000;0,006;0,084;0,000
9228;2025-04-06T16:00:00+02:00;E;0,502;1,005;0,262;0,019;0,050;0,006
9228;2025-04-06T17:00:00+02:00;E;0,423;0,790;0,153;0,003;0,063;0,003
9228;2025-04-06T18:00:00+02:00;E;0,001;0,455;0,000;0,000;0,094;0,004
9228;2025-04-06T19:00:00+02:00;E;0,052;0,074;0,007;0,000;0,063;0,046
9228;2025-04-06T20:00:00+02:00;E;0,120;0,000;0,003;0,000;0,000;0,107
9228;2025-04-06T21:00:00+02:00;E;0,167;0,000;0,013;0,000;0,000;0,147
9228;2025-04-06T22:00:00+02:00;E;0,202;0,000;0,000;0,000;0,000;0,166
9228;2025-04-06T23:00:00+02:00;E;0,207;0,000;0,000;0,000;0,000;0,170
9228;2025-04-07T00:00:00+02:00;E;0,162;0,000;0,000;0,000;0,000;0,157
24065;2025-04-06T01:00:00+02:00;E;2,013;0,000;0,002;0,000;0,000;0,353
24065;2025-04-06T02:00:00+02:00;E;3,798;0,000;0,000;0,000;0,000;0,569
24065;2025-04-06T03:00:00+02:00;E;0,625;0,000;0,001;0,000;0,000;0,074
24065;2025-04-06T04:00:00+02:00;E;0,577;0,000;0,001;0,000;0,000;0,068
24065;2025-04-06T05:00:00+02:00;E;0,173;0,000;0,002;0,000;0,000;0,066
24065;2025-04-06T06:00:00+02:00;E;0,164;0,000;0,002;0,000;0,000;0,064
24065;2025-04-06T07:00:00+02:00;E;0,375;0,000;0,120;0,000;0,000;0,044
24065;2025-04-06T08:00:00+02:00;E;0,795;0,000;0,363;0,000;0,000;0,000
24065;2025-04-06T09:00:00+02:00;E;0,643;0,000;0,375;0,000;0,000;0,000
24065;2025-04-06T10:00:00+02:00;E;0,529;0,000;0,436;0,000;0,000;0,000
24065;2025-04-06T11:00:00+02:00;E;0,614;0,004;0,318;0,044;0,000;0,000
24065;2025-04-06T12:00:00+02:00;E;0,186;0,085;0,135;0,261;0,000;0,000
24065;2025-04-06T13:00:00+02:00;E;0,152;0,200;0,047;0,352;0,000;0,000
24065;2025-04-06T14:00:00+02:00;E;0,887;0,077;0,296;0,137;0,000;0,000
24065;2025-04-06T15:00:00+02:00;E;0,415;0,113;0,266;0,137;0,000;0,000
24065;2025-04-06T16:00:00+02:00;E;0,169;0,153;0,192;0,188;0,000;0,000
24065;2025-04-06T17:00:00+02:00;E;0,120;0,038;0,212;0,174;0,000;0,000
24065;2025-04-06T18:00:00+02:00;E;0,402;0,000;0,377;0,000;0,000;0,000
24065;2025-04-06T19:00:00+02:00;E;0,723;0,000;0,362;0,000;0,000;0,000
24065;2025-04-06T20:00:00+02:00;E;0,816;0,000;0,318;0,000;0,000;0,007
24065;2025-04-06T21:00:00+02:00;E;0,939;0,000;0,006;0,000;0,000;0,083
24065;2025-04-06T22:00:00+02:00;E;0,353;0,000;0,000;0,000;0,000;0,104
24065;2025-04-06T23:00:00+02:00;E;0,419;0,000;0,002;0,000;0,000;0,081
24065;2025-04-07T00:00:00+02:00;E;0,380;0,000;0,001;0,000;0,000;0,071
21523;2025-04-06T01:00:00+02:00;E;0,040;0,000;0,007;0,000;0,000;0,022
21523;2025-04-06T02:00:00+02:00;E;0,059;0,000;0,032;0,000;0,000;0,017
21523;2025-04-06T03:00:00+02:00;E;0,097;0,000;0,119;0,000;0,000;0,000
21523;2025-04-06T04:00:00+02:00;E;0,046;0,000;0,015;0,000;0,000;0,018
21523;2025-04-06T05:00:00+02:00;E;0,052;0,000;0,025;0,000;0,000;0,021
21523;2025-04-06T06:00:00+02:00;E;0,098;0,000;0,121;0,000;0,000;0,000
21523;2025-04-06T07:00:00+02:00;E;0,052;0,000;0,023;0,000;0,000;0,016
21523;2025-04-06T08:00:00+02:00;E;0,041;0,000;0,021;0,000;0,000;0,023
21523;2025-04-06T09:00:00+02:00;E;0,132;0,000;0,172;0,000;0,000;0,000
21523;2025-04-06T10:00:00+02:00;E;0,051;0,000;0,022;0,000;0,000;0,017
21523;2025-04-06T11:00:00+02:00;E;0,037;0,000;0,012;0,000;0,000;0,023
21523;2025-04-06T12:00:00+02:00;E;0,104;0,000;0,118;0,000;0,000;0,000
21523;2025-04-06T13:00:00+02:00;E;0,056;0,000;0,031;0,000;0,000;0,014
21523;2025-04-06T14:00:00+02:00;E;0,031;0,000;0,004;0,000;0,000;0,024
21523;2025-04-06T15:00:00+02:00;E;0,106;0,000;0,118;0,000;0,000;0,000
21523;2025-04-06T16:00:00+02:00;E;0,064;0,000;0,043;0,000;0,000;0,012
21523;2025-04-06T17:00:00+02:00;E;0,023;0,000;0,000;0,000;0,000;0,026
21523;2025-04-06T18:00:00+02:00;E;0,107;0,000;0,112;0,000;0,000;0,001
21523;2025-04-06T19:00:00+02:00;E;0,144;0,000;0,172;0,000;0,000;0,000
21523;2025-04-06T20:00:00+02:00;E;0,072;0,000;0,006;0,000;0,000;0,038
21523;2025-04-06T21:00:00+02:00;E;0,163;0,000;0,098;0,000;0,000;0,002
21523;2025-04-06T22:00:00+02:00;E;0,254;0,000;0,190;0,000;0,000;0,000
21523;2025-04-06T23:00:00+02:00;E;0,197;0,000;0,192;0,000;0,000;0,000
21523;2025-04-07T00:00:00+02:00;E;0,218;0,000;0,281;0,000;0,000;0,000
